date_time,water_height
2019-02-26 01:14:31,0.28
2019-02-26 01:24:32,0.27
2019-02-26 01:34:32,0.27
2019-02-26 01:44:32,0.27
2019-02-26 01:54:32,0.27
2019-02-26 02:04:33,0.27
2019-02-26 02:14:33,0.27
2019-02-26 02:24:33,0.26
2019-02-26 02:34:33,0.27
2019-02-26 02:44:34,0.27
2019-02-26 02:54:34,0.27
2019-02-26 03:04:35,0.27
2019-02-26 03:14:35,0.27
2019-02-26 03:24:35,0.27
2019-02-26 03:34:35,0.27
2019-02-26 03:44:36,0.27
2019-02-26 03:54:36,0.27
2019-02-26 04:04:37,0.27
2019-02-26 04:14:37,0.27
2019-02-26 04:24:37,0.28
2019-02-26 04:34:37,0.27
2019-02-26 04:44:38,0.27
2019-02-26 04:54:38,0.27
2019-02-26 05:04:38,0.27
2019-02-26 05:14:38,0.27
2019-02-26 05:24:39,0.27
2019-02-26 05:34:39,0.27
2019-02-26 05:44:40,0.27
2019-02-26 05:54:40,0.27
2019-02-26 06:04:40,0.27
2019-02-26 06:14:40,0.26
2019-02-26 06:24:41,0.26
2019-02-26 06:34:41,0.27
2019-02-26 06:44:41,0.26
2019-02-26 06:54:41,0.27
2019-02-26 07:04:42,0.27
2019-02-26 07:14:42,0.26
2019-02-26 07:24:42,0.26
2019-02-26 07:34:42,0.26
2019-02-26 07:44:43,0.25
2019-02-26 07:54:43,0.24
2019-02-26 08:04:44,0.24
2019-02-26 08:14:44,0.21
2019-02-26 08:24:44,0.17
2019-02-26 08:34:44,0.16
2019-02-26 08:44:45,0.15
2019-02-26 08:54:45,0.13
2019-02-26 09:04:46,0.13
2019-02-26 09:14:46,0.12
2019-02-26 09:24:47,0.12
2019-02-26 09:34:47,0.11
2019-02-26 09:44:48,0.11
2019-02-26 09:54:48,0.12
2019-02-26 10:04:48,0.11
2019-02-26 10:14:49,0.11
2019-02-26 10:24:49,0.1
2019-02-26 10:34:49,0.12
2019-02-26 10:44:50,0.12
2019-02-26 10:54:50,0.13
2019-02-26 11:04:51,0.14
2019-02-26 11:14:51,0.13
2019-02-26 11:24:52,0.11
2019-02-26 11:34:52,0.11
2019-02-26 11:44:53,0.14
2019-02-26 11:54:53,0.15
2019-02-26 12:04:53,0.13
2019-02-26 12:14:53,0.11
2019-02-26 12:24:54,0.11
2019-02-26 12:34:54,0.13
2019-02-26 12:44:55,0.14
2019-02-26 12:54:55,0.12
2019-02-26 13:04:56,0.11
2019-02-26 13:14:56,0.13
2019-02-26 13:24:57,0.14
2019-02-26 13:34:57,0.17
2019-02-26 13:44:57,0.16
2019-02-26 13:54:58,0.13
2019-02-26 14:04:58,0.16
2019-02-26 14:14:58,0.13
2019-02-26 14:24:59,0.11
2019-02-26 14:34:59,0.11
2019-02-26 14:45:00,0.11
2019-02-26 14:55:00,0.12
2019-02-26 15:05:01,0.12
2019-02-26 15:15:01,0.14
2019-02-26 15:25:02,0.16
2019-02-26 15:35:02,0.19
2019-02-26 15:45:02,0.19
2019-02-26 15:55:03,0.21
2019-02-26 16:05:03,0.19
2019-02-26 16:15:03,0.16
2019-02-26 16:25:04,0.14
2019-02-26 16:35:04,0.18
2019-02-26 16:45:05,0.21
2019-02-26 16:55:05,0.22
2019-02-26 17:05:06,0.21
2019-02-26 17:15:06,0.21
2019-02-26 17:25:06,0.21
2019-02-26 17:35:07,0.22
2019-02-26 17:45:07,0.23
2019-02-26 17:55:07,0.24
2019-02-26 18:05:08,0.24
2019-02-26 18:15:08,0.24
2019-02-26 18:25:09,0.24
2019-02-26 18:35:09,0.24
2019-02-26 18:45:10,0.25
2019-02-26 18:55:10,0.26
2019-02-26 19:05:11,0.25
2019-02-26 19:15:11,0.25
2019-02-26 19:25:12,0.27
2019-02-26 19:35:12,0.26
2019-02-26 19:45:12,0.25
2019-02-26 19:55:12,0.26
2019-02-26 20:05:13,0.26
2019-02-26 20:15:13,0.27
2019-02-26 20:25:13,0.26
2019-02-26 20:35:13,0.26
2019-02-26 20:45:14,0.26
2019-02-26 20:55:14,0.26
2019-02-26 21:05:15,0.26
2019-02-26 21:15:15,0.27
2019-02-26 21:25:16,0.26
2019-02-26 21:35:16,0.27
2019-02-26 21:45:16,0.26
2019-02-26 21:55:16,0.26
2019-02-26 22:05:17,0.27
2019-02-26 22:15:17,0.25
2019-02-26 22:25:18,0.26
2019-02-26 22:35:18,0.26
2019-02-26 22:45:18,0.25
2019-02-26 22:55:18,0.26
2019-02-26 23:05:19,0.27
2019-02-26 23:15:19,0.26
2019-02-26 23:25:20,0.26
2019-02-26 23:35:20,0.25
2019-02-26 23:45:20,0.26
2019-02-26 23:55:20,0.26
2019-02-27 00:05:21,0.26
2019-02-27 00:15:21,0.27
2019-02-27 00:25:22,0.26
2019-02-27 00:35:22,0.26
2019-02-27 00:45:22,0.26
2019-02-27 00:55:22,0.26
2019-02-27 01:05:23,0.26
2019-02-27 01:15:23,0.27
2019-02-27 01:25:23,0.26
2019-02-27 01:35:23,0.27
2019-02-27 01:45:24,0.26
2019-02-27 01:55:24,0.26
2019-02-27 02:05:25,0.27
2019-02-27 02:15:25,0.26
2019-02-27 02:25:25,0.26
2019-02-27 02:35:25,0.26
2019-02-27 02:45:26,0.27
2019-02-27 02:55:26,0.26
2019-02-27 03:05:26,0.26
2019-02-27 03:15:26,0.26
2019-02-27 03:25:27,0.26
2019-02-27 03:35:27,0.26
2019-02-27 03:45:27,0.26
2019-02-27 03:55:27,0.26
2019-02-27 04:05:28,0.26
2019-02-27 04:15:28,0.26
2019-02-27 04:25:29,0.26
2019-02-27 04:35:29,0.26
2019-02-27 04:45:29,0.26
2019-02-27 04:55:29,0.26
2019-02-27 05:05:30,0.26
2019-02-27 05:15:30,0.26
2019-02-27 05:25:30,0.27
2019-02-27 05:35:30,0.26
2019-02-27 05:45:31,0.25
2019-02-27 05:55:31,0.27
2019-02-27 06:05:31,0.26
2019-02-27 06:15:31,0.27
2019-02-27 06:25:32,0.26
2019-02-27 06:35:32,0.26
2019-02-27 06:45:33,0.25
2019-02-27 06:55:33,0.25
2019-02-27 07:05:33,0.24
2019-02-27 07:15:33,0.25
2019-02-27 07:25:34,0.24
2019-02-27 07:35:34,0.25
2019-02-27 07:45:35,0.24
2019-02-27 07:55:35,0.24
2019-02-27 08:05:35,0.23
2019-02-27 08:15:36,0.2
2019-02-27 08:25:36,0.18
2019-02-27 08:35:36,0.16
2019-02-27 08:45:37,0.15
2019-02-27 08:55:37,0.13
2019-02-27 09:05:39,0.14
2019-02-27 09:15:39,0.14
2019-02-27 09:25:39,0.14
2019-02-27 09:35:39,0.15
2019-02-27 09:45:40,0.14
2019-02-27 09:55:40,0.17
2019-02-27 10:05:41,0.19
2019-02-27 10:15:41,0.14
2019-02-27 10:25:41,0.14
2019-02-27 10:35:42,0.17
2019-02-27 10:45:42,0.19
2019-02-27 10:55:42,0.14
2019-02-27 11:05:43,0.13
2019-02-27 11:15:43,0.12
2019-02-27 11:25:44,0.11
2019-02-27 11:35:44,0.12
2019-02-27 11:45:45,0.13
2019-02-27 11:55:45,0.14
2019-02-27 12:05:46,0.16
2019-02-27 12:15:46,0.16
2019-02-27 12:25:46,0.13
2019-02-27 12:35:46,0.15
2019-02-27 12:45:47,0.13
2019-02-27 12:55:47,0.14
2019-02-27 13:05:48,0.16
2019-02-27 13:15:48,0.17
2019-02-27 13:25:49,0.17
2019-02-27 13:35:49,0.14
2019-02-27 13:45:49,0.14
2019-02-27 13:55:50,0.14
2019-02-27 14:05:50,0.13
2019-02-27 14:15:50,0.14
2019-02-27 14:25:51,0.13
2019-02-27 14:35:51,0.13
2019-02-27 14:45:52,0.15
2019-02-27 14:55:52,0.17
2019-02-27 15:05:52,0.15
2019-02-27 15:15:53,0.14
2019-02-27 15:25:53,0.15
2019-02-27 15:35:53,0.17
2019-02-27 15:45:54,0.19
2019-02-27 15:55:54,0.17
2019-02-27 16:05:55,0.19
2019-02-27 16:15:55,0.2
2019-02-27 16:25:55,0.2
2019-02-27 16:35:55,0.21
2019-02-27 16:45:56,0.21
2019-02-27 16:55:56,0.21
2019-02-27 17:05:57,0.21
2019-02-27 17:15:57,0.22
2019-02-27 17:25:58,0.22
2019-02-27 17:35:58,0.23
2019-02-27 17:45:58,0.24
2019-02-27 17:55:58,0.25
2019-02-27 18:05:59,0.25
2019-02-27 18:15:59,0.25
2019-02-27 18:26:00,0.24
2019-02-27 18:36:00,0.24
2019-02-27 18:46:00,0.25
2019-02-27 18:56:01,0.25
2019-02-27 19:06:01,0.25
2019-02-27 19:16:01,0.26
2019-02-27 19:26:02,0.26
2019-02-27 19:36:02,0.26
2019-02-27 19:46:04,0.26
2019-02-27 19:56:04,0.26
2019-02-27 20:06:05,0.26
2019-02-27 20:16:05,0.27
2019-02-27 20:26:06,0.26
2019-02-27 20:36:06,0.27
2019-02-27 20:46:07,0.26
2019-02-27 20:56:07,0.26
2019-02-27 21:06:07,0.26
2019-02-27 21:16:08,0.26
2019-02-27 21:26:08,0.27
2019-02-27 21:36:08,0.26
2019-02-27 21:46:09,0.26
2019-02-27 21:56:09,0.26
2019-02-27 22:06:09,0.26
2019-02-27 22:16:09,0.26
2019-02-27 22:26:10,0.27
2019-02-27 22:36:10,0.26
2019-02-27 22:46:10,0.27
2019-02-27 22:56:11,0.26
2019-02-27 23:06:11,0.26
2019-02-27 23:16:11,0.26
2019-02-27 23:26:12,0.26
2019-02-27 23:36:12,0.26
2019-02-27 23:46:12,0.26
2019-02-27 23:56:12,0.27
2019-02-28 00:06:13,0.26
2019-02-28 00:16:13,0.26
2019-02-28 00:26:13,0.26
2019-02-28 00:36:13,0.26
2019-02-28 00:46:14,0.26
2019-02-28 00:56:14,0.26
2019-02-28 01:06:15,0.26
2019-02-28 01:16:15,0.26
2019-02-28 01:26:15,0.26
2019-02-28 01:36:15,0.25
2019-02-28 01:46:16,0.26
2019-02-28 01:56:16,0.26
2019-02-28 02:06:16,0.25
2019-02-28 02:16:16,0.25
2019-02-28 02:26:17,0.26
2019-02-28 02:36:17,0.26
2019-02-28 02:46:17,0.25
2019-02-28 02:56:17,0.26
2019-02-28 03:06:18,0.26
2019-02-28 03:16:18,0.26
2019-02-28 03:26:18,0.26
2019-02-28 03:36:18,0.27
2019-02-28 03:46:19,0.27
2019-02-28 03:56:19,0.27
2019-02-28 04:06:20,0.27
2019-02-28 04:16:20,0.27
2019-02-28 04:26:20,0.27
2019-02-28 04:36:20,0.27
2019-02-28 04:46:21,0.27
2019-02-28 04:56:21,0.27
2019-02-28 05:06:21,0.27
2019-02-28 05:16:21,0.28
2019-02-28 05:26:22,0.28
2019-02-28 05:36:22,0.29
2019-02-28 05:46:22,0.28
2019-02-28 05:56:22,0.28
2019-02-28 06:06:23,0.28
2019-02-28 06:16:23,0.28
2019-02-28 06:26:23,0.28
2019-02-28 06:36:23,0.29
2019-02-28 06:46:24,0.28
2019-02-28 06:56:24,0.28
2019-02-28 07:06:24,0.28
2019-02-28 07:16:24,0.28
2019-02-28 07:26:25,0.27
2019-02-28 07:36:25,0.27
2019-02-28 07:46:26,0.28
2019-02-28 07:56:26,0.27
2019-02-28 08:06:26,0.27
2019-02-28 08:16:26,0.25
2019-02-28 08:26:27,0.25
2019-02-28 08:36:27,0.23
2019-02-28 08:46:27,0.23
2019-02-28 08:56:27,0.22
2019-02-28 09:06:28,0.2
2019-02-28 09:16:28,0.17
2019-02-28 09:26:29,0.18
2019-02-28 09:36:29,0.18
2019-02-28 09:46:30,0.19
2019-02-28 09:56:30,0.21
2019-02-28 10:06:30,0.19
2019-02-28 10:16:30,0.2
2019-02-28 10:26:31,0.16
2019-02-28 10:36:31,0.14
2019-02-28 10:46:32,0.12
2019-02-28 10:56:32,0.16
2019-02-28 11:06:33,0.16
2019-02-28 11:16:33,0.19
2019-02-28 11:26:33,0.19
2019-02-28 11:36:34,0.17
2019-02-28 11:46:34,0.19
2019-02-28 11:56:34,0.16
2019-02-28 12:06:35,0.15
2019-02-28 12:16:35,0.19
2019-02-28 12:26:36,0.17
2019-02-28 12:36:36,0.2
2019-02-28 12:46:36,0.18
2019-02-28 12:56:36,0.18
2019-02-28 13:06:37,0.2
2019-02-28 13:16:37,0.21
2019-02-28 13:26:38,0.19
2019-02-28 13:36:38,0.21
2019-02-28 13:46:39,0.21
2019-02-28 13:56:39,0.21
2019-02-28 14:06:39,0.2
2019-02-28 14:16:39,0.18
2019-02-28 14:26:40,0.2
2019-02-28 14:36:40,0.22
2019-02-28 14:46:41,0.21
2019-02-28 14:56:41,0.21
2019-02-28 15:06:42,0.22
2019-02-28 15:16:42,0.21
2019-02-28 15:26:42,0.21
2019-02-28 15:36:42,0.21
2019-02-28 15:46:43,0.22
2019-02-28 15:56:43,0.24
2019-02-28 16:06:44,0.23
2019-02-28 16:16:44,0.23
2019-02-28 16:26:45,0.23
2019-02-28 16:36:45,0.24
2019-02-28 16:46:46,0.25
2019-02-28 16:56:46,0.25
2019-02-28 17:06:46,0.25
